client_id,canonical_name,recorded_name,bucket,expected_alert,expected_tier,name_noise,pan_present,reason,linked_watchlist_id
C2820,Zenith Textiles Pvt Ltd,Zenith Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1320,Gaurav Pillai,Gaurav Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1636,Imran Menon,Imran Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2054,Aravali Chemicals Pvt Ltd,Aravali Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1100,Abhishek Dhirendra Singh,"Singh, Abhishek Dhirendra",B_FP_PAN_MISMATCH,0,NONE,reorder,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-2adb9077940db0477ee858a52ebd41b62b22cfe8
C1836,Sundara Enterprises Pvt Ltd,Sundara Enterprises Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2030,Neha Ghosh,Neha Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1315,Nilgiri Industries Ltd,Nilgiri Industries Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1634,Deepak Saxena,Deepak Saxena,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2722,Rehan Joshi,Rehan Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2629,Kaveri Holdings Ltd,Kaveri Holdings Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1982,Siddharth Sethi,Siddharth Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1547,Meera Deshmukh,Meera Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2007,Nikhil Menon,Nikhil Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1782,Nikhil Kulkarni,Nikhil Kulkarni,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2582,Anjali Malhotra,Anjali Malhotra,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1695,Arjun Chatterjee,Arjun Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1541,Aman Kulkarni,Aman Kulkarni,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2837,Chandra Ventures LLP,Chandra Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1309,Kavya Kulkarni,Kavya Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1429,Gaurav Mehta,Gaurav Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2403,Nikhil Pillai,Nikhil Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1608,Arjun Reddy,Arjun Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2056,Anantara Logistics Pvt Ltd,Anantara Logistics Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2118,Konark Enterprises LLP,Konark Enterprises LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1824,Nilgiri Industries India Pvt Ltd,Nilgiri Industries India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1630,Zenith Industries Pvt Ltd,Zenith Industries Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2283,Vindhya Enterprises LLP,Vindhya Enterprises LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1818,Chandra Exports Pvt Ltd,Chandra Exports Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2420,Isha Bose,Isha Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2904,Sneha Joshi,Sneha Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2984,Zenith Textiles India Pvt Ltd,Zenith Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2870,Satpura Ventures Pvt Ltd,Satpura Ventures Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1815,Rohan Mehta,Rohan Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1755,Preeti Vaidya,Preeti Vaidya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2101,Satpura Textiles Pvt Ltd,Satpura Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2612,Kaveri Capital LLP,Kaveri Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1167,"शिवलिंगम, श्री एस. आर.","शिवलिंगम, श्री एस. आर.",D_TRUE_PEP,1,EDD,case+case,1,"Sitting MP (Dravida Munnetra Kazhagam) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q30687870
C1103,Kastbhanjandev Developers (Bipinchandra Bhatt),kastbhanjandev developers (bipinchandra bhatt),B_FP_PAN_MISMATCH,0,NONE,case+case,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-00ccff5a10fc28bdff9e22b3dc8dd06072cbb8b7
C2173,Imran Mehta,Imran Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2239,Zoya Dutta,Zoya Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1439,Anjali Rao,Anjali Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2417,Konark Textiles Ltd,Konark Textiles Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1068,Chadalavada Kavitha,Chadalavada Kavitha,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-9fc12f71521c8bc09189b5477b7710a7086c6631
C2076,Karan Saxena,Karan Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2754,Aravali Chemicals Pvt Ltd,Aravali Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1255,Anantara Ventures Pvt Ltd,Anantara Ventures Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2863,Anantara Capital LLP,Anantara Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2713,Konark Holdings India Pvt Ltd,Konark Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2749,Satpura Chemicals LLP,Satpura Chemicals LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1852,Preeti Reddy,Preeti Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1866,Harsh Trivedi,Harsh Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2183,Aravali Exports India Pvt Ltd,Aravali Exports India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1897,Nilgiri Capital LLP,Nilgiri Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1409,Sundara Chemicals Ltd,Sundara Chemicals Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1282,Gaurav Vaidya,Gaurav Vaidya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1565,Aditya Rao,Aditya Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2559,Varun Bhardwaj,Varun Bhardwaj,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2593,Zenith Infra Pvt Ltd,Zenith Infra Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2272,Manav Deshmukh,Manav Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1040,Shri Shubham Rai,s. s. rai,A_TRUE_SANCTION,1,HIGH,case+initials,0,PAN exact-matches an active NSE/SEBI debarment,in-nse-deb-f2c6f5e139c1e7a7220ef0155d326e417c547c68
C2977,Pooja Reddy,Pooja Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1170,Mani A,mani a,D_TRUE_PEP,1,EDD,case,1,"Sitting MP (Dravida Munnetra Kazhagam) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q133865340
C2144,Harsh Chauhan,Harsh Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2630,Chandra Industries India Pvt Ltd,Chandra Industries India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1307,Anantara Exports Pvt Ltd,Anantara Exports Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1275,Zenith Textiles India Pvt Ltd,Zenith Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2761,Manav Reddy,Manav Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1211,Mushtaq Menon,Mushtaq Menon,F_FP_UAPA_ALIAS,0,NONE,none,0,Matches the bare UAPA alias 'Mushtaq'. Single-token / common-name aliases must never trigger alone.,
C1348,Priya Menon,Priya Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2509,Gaurav Bose,Gaurav Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2880,Vindhya Industries India Pvt Ltd,Vindhya Industries India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2438,Bhaskar Holdings Pvt Ltd,Bhaskar Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1357,Preeti Reddy,Preeti Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1460,Sundara Enterprises India Pvt Ltd,Sundara Enterprises India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2876,Anantara Chemicals Pvt Ltd,Anantara Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1293,Divya Sethi,Divya Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2304,Sundara Holdings India Pvt Ltd,Sundara Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2695,Anjali Bhardwaj,Anjali Bhardwaj,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2206,Bhaskar Enterprises Pvt Ltd,Bhaskar Enterprises Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2508,Zoya Bhardwaj,Zoya Bhardwaj,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2644,Bhaskar Holdings Pvt Ltd,Bhaskar Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2260,Farah Sethi,Farah Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1383,Zoya Mehta,Zoya Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2986,Vikram Bhardwaj,Vikram Bhardwaj,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2261,Deepak Nair,Deepak Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1530,Arjun Rao,Arjun Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1479,Chandra Infra Pvt Ltd,Chandra Infra Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2258,Sundara Textiles Ltd,Sundara Textiles Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1234,Peer Sahab,Peer Sahab,F_FP_UAPA_ALIAS,0,NONE,none,1,Matches the bare UAPA alias 'Peer Sahab'. Single-token / common-name aliases must never trigger alone.,
C1996,Bhaskar Capital India Pvt Ltd,Bhaskar Capital India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1775,Nikhil Nair,Nikhil Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1314,Anjali Bhardwaj,Anjali Bhardwaj,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1606,Swati Bose,Swati Bose,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2793,Aravali Logistics LLP,Aravali Logistics LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1178,Jagadish Shettar,J. Shettar,D_TRUE_PEP,1,EDD,initials,1,"Sitting MP (Bharatiya Janata Party) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q1416013
C1687,Sundara Chemicals Ltd,Sundara Chemicals Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2161,Anjali Saxena,Anjali Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2331,Chandra Exports Ltd,Chandra Exports Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1610,Pooja Bose,Pooja Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1752,Priya Mehta,Priya Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2536,Zenith Infra Pvt Ltd,Zenith Infra Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1613,Meridian Textiles India Pvt Ltd,Meridian Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1306,Anantara Textiles Ltd,Anantara Textiles Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1467,Isha Rao,Isha Rao,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1948,Gaurav Chatterjee,Gaurav Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1150,Manik Saha,"Saha, Manik",D_TRUE_PEP,1,EDD,reorder,1,"Sitting MP (Bharatiya Janata Party) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q111341502
C1796,Aravali Capital Pvt Ltd,Aravali Capital Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2318,Priya Trivedi,Priya Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2079,Kunal Bhardwaj,Kunal Bhardwaj,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1696,Nisha Nair,Nisha Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2285,Aman Malhotra,Aman Malhotra,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1639,Kavya Malhotra,Kavya Malhotra,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1424,Kaveri Enterprises LLP,Kaveri Enterprises LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1087,Shri Swapan Kumar Sen,Shri Swapan Kumar Sen,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-dabf9362997c58c5cbacbf66befd3a0cf43fd3e7
C1859,Harsh Vaidya,Harsh Vaidya,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2034,Meridian Chemicals Ltd,Meridian Chemicals Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2815,Anjali Vaidya,Anjali Vaidya,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1413,Kaveri Industries India Pvt Ltd,Kaveri Industries India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1380,Nilgiri Exports LLP,Nilgiri Exports LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1292,Shreya Deshmukh,Shreya Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1235,Langda Dutta,"Dutta, L.",F_FP_UAPA_ALIAS,0,NONE,initials+reorder,1,Matches the bare UAPA alias 'Langda'. Single-token / common-name aliases must never trigger alone.,
C1799,Meridian Capital Pvt Ltd,Meridian Capital Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2878,Divya Joshi,Divya Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1951,Pooja Chauhan,Pooja Chauhan,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2608,Satpura Ventures Ltd,Satpura Ventures Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1168,Madhavaneni Raghunandan Rao,Madhavaneni Raghunandan Rao,D_TRUE_PEP,1,EDD,none,1,"Sitting MP (Bharatiya Janata Party) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q7283006
C2374,Zenith Enterprises Ltd,Zenith Enterprises Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1286,Nilgiri Logistics Ltd,Nilgiri Logistics Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1542,Pooja Trivedi,Pooja Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2934,Kaveri Logistics LLP,Kaveri Logistics LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1521,Zoya Rao,Zoya Rao,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1950,Zoya Kulkarni,Zoya Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2911,Sundara Logistics Ltd,Sundara Logistics Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2829,Nilgiri Textiles India Pvt Ltd,Nilgiri Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2915,Sanjay Trivedi,Sanjay Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1833,Sundara Textiles Pvt Ltd,Sundara Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2103,Aman Mehta,Aman Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1917,Deepak Mehta,Deepak Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2257,Pooja Trivedi,Pooja Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1540,Farah Menon,Farah Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1084,MAYUR KALRA,M. KALA,B_FP_PAN_MISMATCH,0,NONE,typo+initials,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-9ed224f12bbef93b3fab44ebc0e3e262b257898f
C1200,Durai Murugan,Durai Murugan,E_TRUE_RCA,1,EDD_LITE,none,1,Relative/close associate of a PEP (Sabha family graph),in-sansad-52990406f8dc321810371a77486c42a7bcf250c3
C1364,Meridian Holdings Pvt Ltd,Meridian Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2835,Ritu Chauhan,Ritu Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1624,Meridian Enterprises Ltd,Meridian Enterprises Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2684,Priya Bhardwaj,Priya Bhardwaj,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2250,Deepak Menon,Deepak Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1826,Nisha Nair,Nisha Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2146,Rahul Sethi,Rahul Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2075,Tanvi Sengupta,Tanvi Sengupta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1888,Pooja Chatterjee,Pooja Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2444,Deepak Iyer,Deepak Iyer,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1489,Vindhya Textiles India Pvt Ltd,Vindhya Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2690,Isha Sethi,Isha Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1576,Anantara Textiles Pvt Ltd,Anantara Textiles Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2405,Rahul Saxena,Rahul Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1495,Aman Mehta,Aman Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1966,Konark Holdings India Pvt Ltd,Konark Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2545,Anantara Ventures LLP,Anantara Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1241,Javed Chikna,"Chikna, Smt. Javed",G_TRUE_UAPA,1,CRITICAL,honorific+reorder,1,Full-name match to a UAPA 4th-schedule designated individual (canonical: Javed Chikna),NK-a7DT9MYtww4MTFvYSXv5Fb
C1995,Sundara Industries LLP,Sundara Industries LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1127,Shri Rabindra Kumar Jena,Shri Rabindra Kumar Jena,C_FP_PEP_COLLISION,0,NONE,none,0,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C2363,Farah Rao,Farah Rao,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2023,Aravali Capital Pvt Ltd,Aravali Capital Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1837,Kaveri Industries Ltd,Kaveri Industries Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2081,Aravali Holdings India Pvt Ltd,Aravali Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1263,Preeti Sethi,Preeti Sethi,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2105,Shreya Pillai,Shreya Pillai,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1831,Swati Ghosh,Swati Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1515,Sundara Chemicals Ltd,Sundara Chemicals Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1841,Vindhya Industries India Pvt Ltd,Vindhya Industries India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2236,Kaveri Textiles Pvt Ltd,Kaveri Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2126,Rohan Kulkarni,Rohan Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1469,Karan Menon,Karan Menon,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1685,Varun Bhattacharya,Varun Bhattacharya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1206,Abu Sumama,Abu Sumama,F_FP_UAPA_ALIAS,0,NONE,none,1,Matches the bare UAPA alias 'Abu Sumama'. Single-token / common-name aliases must never trigger alone.,
C2658,Meridian Holdings India Pvt Ltd,Meridian Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2860,Anantara Enterprises India Pvt Ltd,Anantara Enterprises India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1116,SOMNATH CHATTERJEE,SOMNATH CHATTERJEE,C_FP_PEP_COLLISION,0,NONE,none,1,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C2207,Satpura Infra Ltd,Satpura Infra Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1069,Vinodchandra Punjaram Joshi,Vinodchandra Punjaram Joshi,B_FP_PAN_MISMATCH,0,NONE,none,0,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-6a709412bcff7781c94bc29ed337b9f940f351fd
C1419,Kunal Mehta,Kunal Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1597,Satpura Industries Pvt Ltd,Satpura Industries Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1516,Ritu Reddy,Ritu Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1722,Rehan Kulkarni,Rehan Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1405,Swati Reddy,Swati Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1949,Ritu Trivedi,Ritu Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1708,Vindhya Textiles Ltd,Vindhya Textiles Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2270,Nikhil Trivedi,Nikhil Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1561,Sundara Textiles Ltd,Sundara Textiles Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2849,Nilgiri Capital Pvt Ltd,Nilgiri Capital Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1253,Sneha Bose,Sneha Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1688,Nisha Joshi,Nisha Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1343,Arjun Kulkarni,Arjun Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2525,Aman Bhardwaj,Aman Bhardwaj,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C3000,Aravali Logistics India Pvt Ltd,Aravali Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2751,Sneha Sethi,Sneha Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2991,Imran Ghosh,Imran Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1538,Rehan Pillai,Rehan Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1438,Shreya Bhatt,Shreya Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1795,Chandra Exports India Pvt Ltd,Chandra Exports India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2074,Siddharth Ghosh,Siddharth Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2973,Kavya Dutta,Kavya Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2357,Vindhya Capital Ltd,Vindhya Capital Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1073,SURESHS ARAN GPANINAIDU,SURESHS ARAN GPANINAIDU,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-49e5fd37929eb64601bf56eccda33ee36d3cd6cb
C2370,Swati Sethi,Swati Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1873,Rahul Chatterjee,Rahul Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1655,Meridian Chemicals Pvt Ltd,Meridian Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2225,Konark Logistics Pvt Ltd,Konark Logistics Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1553,Swati Vaidya,Swati Vaidya,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2366,Isha Sengupta,Isha Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2512,Konark Ventures Pvt Ltd,Konark Ventures Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2073,Kavya Mehta,Kavya Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2400,Kavya Menon,Kavya Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2650,Kaveri Enterprises Ltd,Kaveri Enterprises Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2158,Aravali Logistics India Pvt Ltd,Aravali Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2397,Aravali Industries India Pvt Ltd,Aravali Industries India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2391,Neha Mehta,Neha Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1534,Isha Chatterjee,Isha Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1998,Deepak Joshi,Deepak Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2853,Kavya Rao,Kavya Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1778,Zoya Saxena,Zoya Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1487,Anjali Iyer,Anjali Iyer,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1533,Karan Bose,Karan Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1954,Bhaskar Ventures India Pvt Ltd,Bhaskar Ventures India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1710,Satpura Ventures LLP,Satpura Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
