client_id,client_name,client_type,pan,country,sector,branch,onboarding_date,exposure_inr,last_kyc_refresh
C1653,Nilgiri Holdings India Pvt Ltd,Corporate,,IN,Real Estate,Hyderabad,2020-07-12,328479,2022-08-13
C1938,Chandra Capital Pvt Ltd,Corporate,AOKCC9870E,IN,Commodities,Ahmedabad,2024-12-18,345068,2027-11-16
C2463,Satpura Holdings India Pvt Ltd,Corporate,BMSCS9232P,IN,Agri,Kolkata,2020-03-03,381406,2020-12-21
C1336,Meridian Industries Pvt Ltd,Corporate,,IN,Import/Export,Hyderabad,2021-12-14,564975,2022-12-08
C1868,Kaveri Infra LLP,Corporate,,IN,Import/Export,Mumbai,2022-10-09,256529,2025-01-02
C2620,Deepak Menon,Individual,,IN,Infrastructure,Mumbai,2022-09-23,577990,2023-12-22
C1813,Vikram Deshmukh,Individual,,IN,Import/Export,Delhi,2024-08-31,3510787,2026-07-05
C2693,Meridian Logistics Pvt Ltd,Corporate,ZMMCM8164S,IN,Infrastructure,Ahmedabad,2023-10-24,7294060,2025-06-17
C2884,Nikhil Reddy,Individual,XNPPR9547L,IN,Pharma,Bengaluru,2019-06-26,1378824,2022-02-15
C2346,Anantara Holdings LLP,Corporate,BOWCA7066S,IN,Real Estate,Ahmedabad,2022-08-25,13578834,2023-04-17
C1154,K E Prakash,Individual,MNDPP2196E,IN,Import/Export,Kolkata,2019-10-21,374116,2021-10-21
C1924,Zoya Dutta,Individual,PUPPD4381E,IN,Agri,Mumbai,2019-07-21,653760,2022-04-29
C2297,Nilgiri Capital Ltd,Corporate,BEDCN3384P,IN,Infrastructure,Pune,2020-01-08,5441724,2021-12-19
C2362,Satpura Logistics Pvt Ltd,Corporate,VABCS8531O,IN,Commodities,Kolkata,2019-12-30,2899716,2022-02-09
C2729,Aditya Malhotra,Individual,FFKPM2824H,IN,Commodities,Mumbai,2023-07-03,1084361,2025-10-07
C2419,Gaurav Kulkarni,Individual,CGUPK7361D,IN,Gems & Jewellery,Bengaluru,2021-10-17,597934,2023-08-26
C1961,Anantara Logistics Pvt Ltd,Corporate,SPMCA4761A,IN,Pharma,Ahmedabad,2019-09-15,4677837,2022-04-07
C1247,Mohd. Zafar Khan,Individual,GDNPK3909F,IN,Import/Export,Chennai,2021-01-11,8138458,2022-07-30
C1403,Varun Chatterjee,Individual,VFLPC5390A,IN,Commodities,Ahmedabad,2023-09-24,3401481,2025-04-20
C2607,Anjali Iyer,Individual,XEUPI4798F,IN,Financial Services,Chennai,2024-11-11,12475458,2027-05-24
C2731,Nilgiri Infra Ltd,Corporate,DOTCN4944K,IN,Commodities,Mumbai,2019-11-08,578566,2021-06-29
C2969,Harsh Bhardwaj,Individual,EXQPB6450J,IN,IT Services,Bengaluru,2022-08-04,4209150,2023-03-09
C1377,Kaveri Chemicals Ltd,Corporate,LPXCK9800M,IN,Pharma,Ahmedabad,2021-11-05,340609,2022-06-07
C1418,Konark Infra India Pvt Ltd,Corporate,,IN,Pharma,Hyderabad,2020-10-03,1011698,2022-08-01
C1581,Anantara Enterprises Ltd,Corporate,QSACA3184E,IN,Import/Export,Pune,2024-04-13,3354171,2026-06-07
C1724,Swati Malhotra,Individual,JPEPM9511A,IN,NBFC,Bengaluru,2020-09-14,488482,2023-01-19
C2014,Ananya Dutta,Individual,LMYPD6479Q,IN,Infrastructure,Kolkata,2025-01-26,1546975,2027-02-07
C1814,Swati Nair,Individual,HLSPN9551Q,IN,Financial Services,Hyderabad,2021-12-28,8421385,2024-11-02
C2902,Konark Ventures LLP,Corporate,NOHCK2896A,IN,NBFC,Chennai,2024-07-26,7000764,2025-05-23
C2164,Meridian Exports LLP,Corporate,,IN,NBFC,Bengaluru,2022-05-18,2074552,2025-03-08
C1369,Vindhya Chemicals LLP,Corporate,REZCV5433Y,IN,IT Services,Mumbai,2024-07-23,720067,2025-12-31
C1757,Gaurav Iyer,Individual,HPIPI4570R,IN,Pharma,Ahmedabad,2020-12-10,3460032,2023-07-25
C1741,Chandra Textiles India Pvt Ltd,Corporate,HBZCC9074Q,IN,NBFC,Mumbai,2023-10-08,450043,2026-05-12
C1356,Bhaskar Infra LLP,Corporate,CNBCB0780O,IN,Financial Services,Pune,2024-02-04,857415,2025-06-01
C1014,Bhimji Lalji Patel,Individual,,IN,Real Estate,Delhi,2022-02-22,1659918,2024-01-24
C2651,Priya Sethi,Individual,FLDPS7977T,IN,Pharma,Bengaluru,2024-09-03,1623035,2027-02-25
C1692,Nilgiri Chemicals Pvt Ltd,Corporate,OYGCN2327I,IN,Import/Export,Hyderabad,2023-06-12,9871085,2025-04-08
C2131,Ananya Bhardwaj,Individual,MMLPB9069B,IN,IT Services,Chennai,2020-07-14,504367,2021-12-03
C1946,Manav Joshi,Individual,,IN,Financial Services,Ahmedabad,2021-05-30,3420650,2022-01-10
C2267,Nisha Kulkarni,Individual,CWEPK8391H,IN,IT Services,Mumbai,2023-07-04,233400658,2025-04-06
C1264,Isha Dutta,Individual,,IN,Commodities,Hyderabad,2024-05-15,1208562,2025-09-08
C2006,Nilgiri Industries Ltd,Corporate,YICCN1638Y,IN,Infrastructure,Pune,2022-04-18,525327,2024-02-11
C2925,Ritu Menon,Individual,QEKPM2383J,IN,NBFC,Pune,2020-05-21,4560435,2023-04-03
C2619,Kavya Joshi,Individual,FGSPJ0502O,IN,Agri,Pune,2019-12-14,19156428,2022-06-25
C2148,Deepak Kulkarni,Individual,RAUPK2425P,IN,Real Estate,Chennai,2019-10-05,1564008,2021-09-28
C2220,Deepak Nair,Individual,HUZPN0428L,IN,IT Services,Ahmedabad,2021-01-22,3382180,2021-10-14
C2954,Sneha Kulkarni,Individual,VDGPK6634C,IN,Financial Services,Chennai,2020-11-05,1848771,2021-10-09
C1448,Zenith Industries Pvt Ltd,Corporate,CZWCZ7910I,IN,Pharma,Ahmedabad,2020-07-11,3848181,2023-03-13
C2097,Isha Saxena,Individual,NGNPS0430Y,IN,Financial Services,Pune,2022-07-13,1924120,2024-10-07
C1983,Zenith Chemicals Ltd,Corporate,KLGCZ0695B,IN,Import/Export,Delhi,2023-02-28,6248879,2024-01-16
C2020,Nilgiri Ventures Ltd,Corporate,SPECN9007T,IN,Gems & Jewellery,Kolkata,2020-10-14,1662766,2023-01-06
C2506,Satpura Holdings India Pvt Ltd,Corporate,,IN,Infrastructure,Hyderabad,2024-09-10,3709157,2025-07-15
C1531,Rahul Bose,Individual,CBXPB7891Q,IN,Import/Export,Delhi,2023-01-21,2802351,2025-04-09
C2806,Divya Ghosh,Individual,JOWPG1695D,IN,Import/Export,Mumbai,2019-03-30,3305108,2020-04-24
C1721,Aditya Nair,Individual,IPWPN9930I,IN,Pharma,Hyderabad,2021-01-27,538106,2021-09-21
C1131,Ramesh Kumar,Individual,LUEPK7339J,IN,Gems & Jewellery,Mumbai,2021-05-03,480964,2023-01-06
C2557,Meridian Chemicals Pvt Ltd,Corporate,EXVCM0911Q,IN,Commodities,Bengaluru,2020-03-20,1399985,2022-05-04
C1355,Meridian Logistics India Pvt Ltd,Corporate,,IN,Pharma,Bengaluru,2020-01-27,2286500,2021-09-30
C2820,Zenith Textiles Pvt Ltd,Corporate,RFYCZ2196I,IN,Infrastructure,Chennai,2020-04-23,5557409,2022-12-03
C1320,Gaurav Pillai,Individual,QCFPP8728F,IN,Financial Services,Bengaluru,2021-02-17,8321110,2023-04-17
C1636,Imran Menon,Individual,SOEPM7957K,IN,Import/Export,Pune,2024-08-22,3580532,2027-01-15
C2054,Aravali Chemicals Pvt Ltd,Corporate,SNICA7205Y,IN,NBFC,Bengaluru,2021-08-08,11159630,2022-04-22
C1100,"Singh, Abhishek Dhirendra",Individual,LJMPS8516H,IN,IT Services,Mumbai,2020-04-09,3626436,2022-10-16
C1836,Sundara Enterprises Pvt Ltd,Corporate,KHVCS3506V,IN,Agri,Delhi,2020-07-12,426614,2022-03-25
C2030,Neha Ghosh,Individual,QYOPG7763C,IN,Gems & Jewellery,Pune,2025-07-13,1143388,2027-06-08
C1315,Nilgiri Industries Ltd,Corporate,QHACN6809U,IN,Infrastructure,Pune,2019-12-19,5378027,2021-02-08
C1634,Deepak Saxena,Individual,,IN,IT Services,Pune,2019-05-21,703195,2019-12-23
C2722,Rehan Joshi,Individual,WAPPJ2607C,IN,Real Estate,Chennai,2021-07-04,672609,2023-10-26
C2629,Kaveri Holdings Ltd,Corporate,EQHCK6115J,IN,IT Services,Hyderabad,2022-04-12,2522423,2025-03-21
C1982,Siddharth Sethi,Individual,QMDPS8708K,IN,Real Estate,Bengaluru,2022-11-24,25742375,2025-03-30
C1547,Meera Deshmukh,Individual,KILPD7529H,IN,Commodities,Bengaluru,2022-09-30,948268,2023-05-14
C2007,Nikhil Menon,Individual,RUOPM8722X,IN,Pharma,Delhi,2020-08-23,524273,2023-01-29
C1782,Nikhil Kulkarni,Individual,,IN,Gems & Jewellery,Chennai,2025-05-19,338684,2026-11-25
C2582,Anjali Malhotra,Individual,YPCPM5434D,IN,Pharma,Chennai,2021-01-10,7215703,2023-02-28
C1695,Arjun Chatterjee,Individual,DSFPC5264G,IN,Infrastructure,Chennai,2020-11-12,178400,2022-01-12
C1541,Aman Kulkarni,Individual,,IN,Commodities,Mumbai,2024-04-02,6523763,2027-04-06
C2837,Chandra Ventures LLP,Corporate,VMBCC3798F,IN,Real Estate,Ahmedabad,2019-07-17,2649547,2020-12-29
C1309,Kavya Kulkarni,Individual,LABPK8113F,IN,NBFC,Chennai,2020-05-29,4919501,2022-08-29
C1429,Gaurav Mehta,Individual,MYIPM3325F,IN,IT Services,Ahmedabad,2021-10-22,8308723,2024-09-29
C2403,Nikhil Pillai,Individual,TFWPP3590J,IN,Agri,Hyderabad,2021-05-28,12212316,2023-06-13
C1608,Arjun Reddy,Individual,YTIPR4288H,IN,NBFC,Hyderabad,2022-07-10,521379,2023-11-03
C2056,Anantara Logistics Pvt Ltd,Corporate,GCSCA2253A,IN,NBFC,Chennai,2024-06-18,49313844,2026-10-08
C2118,Konark Enterprises LLP,Corporate,,IN,Real Estate,Chennai,2022-12-31,28861327,2024-03-23
C1824,Nilgiri Industries India Pvt Ltd,Corporate,,IN,Commodities,Delhi,2022-01-21,1422349,2024-07-20
C1630,Zenith Industries Pvt Ltd,Corporate,OCTCZ0105K,IN,Financial Services,Bengaluru,2022-05-06,80570,2024-10-04
C2283,Vindhya Enterprises LLP,Corporate,YEKCV9627L,IN,IT Services,Chennai,2020-09-08,133069710,2022-05-16
C1818,Chandra Exports Pvt Ltd,Corporate,DRJCC9492V,IN,Agri,Mumbai,2020-06-15,7474938,2022-04-18
C2420,Isha Bose,Individual,KAFPB5115O,IN,Commodities,Pune,2023-09-06,445427,2025-05-03
C2904,Sneha Joshi,Individual,ELLPJ4680I,IN,Import/Export,Chennai,2024-09-15,573075,2027-04-05
C2984,Zenith Textiles India Pvt Ltd,Corporate,,IN,IT Services,Kolkata,2023-06-28,690275,2025-04-12
C2870,Satpura Ventures Pvt Ltd,Corporate,DGCCS0455Y,IN,Real Estate,Pune,2024-04-03,1457580,2025-08-01
C1815,Rohan Mehta,Individual,CKKPM9422R,IN,Real Estate,Mumbai,2022-04-24,6131724,2023-05-04
C1755,Preeti Vaidya,Individual,JSBPV0618T,IN,Commodities,Chennai,2022-11-23,38485793,2024-01-07
C2101,Satpura Textiles Pvt Ltd,Corporate,ZMNCS6283X,IN,Agri,Chennai,2023-01-13,8897219,2025-04-23
C2612,Kaveri Capital LLP,Corporate,BIHCK2039A,IN,Pharma,Hyderabad,2020-11-21,2007046,2023-06-21
C1167,"शिवलिंगम, श्री एस. आर.",Individual,NEPPआ5088E,IN,Agri,Bengaluru,2022-03-01,19096342,2024-07-04
C1103,kastbhanjandev developers (bipinchandra bhatt),Individual,ZLWPB3500I,IN,Pharma,Hyderabad,2022-01-08,428141,2024-07-12
C2173,Imran Mehta,Individual,LLLPM1440O,IN,NBFC,Hyderabad,2025-05-15,11796395,2026-05-01
C2239,Zoya Dutta,Individual,XDFPD0735J,IN,Gems & Jewellery,Mumbai,2025-05-08,2893608,2028-02-16
C1439,Anjali Rao,Individual,XPLPR1349N,IN,Gems & Jewellery,Bengaluru,2021-03-28,47493008,2022-08-04
C2417,Konark Textiles Ltd,Corporate,,IN,Financial Services,Hyderabad,2019-01-21,11557652,2021-04-09
C1068,Chadalavada Kavitha,Individual,VKBPK6485H,IN,Commodities,Delhi,2020-06-07,822796,2021-10-12
C2076,Karan Saxena,Individual,CAKPS3471K,IN,Financial Services,Mumbai,2024-04-16,10597166,2025-05-01
C2754,Aravali Chemicals Pvt Ltd,Corporate,,IN,IT Services,Bengaluru,2023-03-14,660888,2025-10-30
C1255,Anantara Ventures Pvt Ltd,Corporate,ORDCA0818U,IN,Import/Export,Mumbai,2019-02-12,10788028,2022-01-09
C2863,Anantara Capital LLP,Corporate,XNDCA5553A,IN,Gems & Jewellery,Delhi,2022-10-23,2033412,2024-06-10
C2713,Konark Holdings India Pvt Ltd,Corporate,XQXCK7021W,IN,Import/Export,Bengaluru,2022-10-31,1794259,2023-06-17
C2749,Satpura Chemicals LLP,Corporate,QFFCS3588D,IN,Infrastructure,Chennai,2022-02-23,132789,2024-03-28
C1852,Preeti Reddy,Individual,VCUPR5972Q,IN,Agri,Ahmedabad,2024-03-31,7530092,2025-11-30
C1866,Harsh Trivedi,Individual,HGYPT3038P,IN,Infrastructure,Hyderabad,2019-02-25,189390,2019-11-20
C2183,Aravali Exports India Pvt Ltd,Corporate,LVVCA6131I,IN,Pharma,Mumbai,2019-01-08,764478,2021-06-26
C1897,Nilgiri Capital LLP,Corporate,ILBCN4725H,IN,Gems & Jewellery,Kolkata,2025-04-18,189082,2027-07-23
C1409,Sundara Chemicals Ltd,Corporate,PYECS7320B,IN,Import/Export,Delhi,2021-02-14,182668,2021-12-11
C1282,Gaurav Vaidya,Individual,TPMPV3793B,IN,IT Services,Ahmedabad,2022-11-03,1093984,2023-05-25
C1565,Aditya Rao,Individual,YVNPR7204M,IN,Agri,Delhi,2022-07-06,1190811,2023-02-22
C2559,Varun Bhardwaj,Individual,,IN,Pharma,Bengaluru,2020-01-02,173920,2021-09-23
C2593,Zenith Infra Pvt Ltd,Corporate,SNXCZ1457K,IN,Commodities,Ahmedabad,2025-01-18,1967336,2027-03-21
C2272,Manav Deshmukh,Individual,XBTPD1596T,IN,Infrastructure,Chennai,2022-04-23,68144,2023-04-09
C1040,s. s. rai,Individual,,IN,Pharma,Mumbai,2023-07-21,3384473,2026-05-31
C2977,Pooja Reddy,Individual,KNUPR0307O,IN,Agri,Pune,2022-10-09,3357671,2024-09-13
C1170,mani a,Individual,XYSPA4641Z,IN,Pharma,Ahmedabad,2019-07-02,8197184,2021-01-13
C2144,Harsh Chauhan,Individual,ACMPC9632Z,IN,IT Services,Mumbai,2025-03-10,1485325,2026-10-18
C2630,Chandra Industries India Pvt Ltd,Corporate,KPQCC2112U,IN,Agri,Hyderabad,2025-02-13,5083650,2028-01-14
C1307,Anantara Exports Pvt Ltd,Corporate,ZHACA7571J,IN,Financial Services,Kolkata,2022-05-08,2548351,2022-12-31
C1275,Zenith Textiles India Pvt Ltd,Corporate,DJPCZ3846R,IN,Gems & Jewellery,Chennai,2023-01-10,3977155,2025-04-18
C2761,Manav Reddy,Individual,PXYPR3638B,IN,Import/Export,Chennai,2019-12-22,945243,2020-09-04
C1211,Mushtaq Menon,Individual,,IN,Agri,Delhi,2020-01-14,2765741,2021-04-05
C1348,Priya Menon,Individual,JVOPM9118Q,IN,Infrastructure,Delhi,2024-01-15,8096114,2026-02-11
C2509,Gaurav Bose,Individual,VHOPB5633U,IN,Commodities,Chennai,2025-03-22,2220512,2027-11-07
C2880,Vindhya Industries India Pvt Ltd,Corporate,,IN,Real Estate,Ahmedabad,2019-05-04,580341,2020-06-01
C2438,Bhaskar Holdings Pvt Ltd,Corporate,RSYCB7041I,IN,Agri,Hyderabad,2021-09-27,1513874,2023-06-29
C1357,Preeti Reddy,Individual,UERPR6810K,IN,Gems & Jewellery,Ahmedabad,2023-01-11,2906966,2024-12-30
C1460,Sundara Enterprises India Pvt Ltd,Corporate,GRVCS3069P,IN,Agri,Chennai,2024-08-12,16973517,2025-04-02
C2876,Anantara Chemicals Pvt Ltd,Corporate,TFFCA0406V,IN,Agri,Mumbai,2020-04-23,214489,2021-03-29
C1293,Divya Sethi,Individual,QIYPS1132Y,IN,Financial Services,Delhi,2021-11-04,3706009,2023-01-26
C2304,Sundara Holdings India Pvt Ltd,Corporate,HZGCS4202V,IN,Financial Services,Pune,2022-04-09,8035861,2023-04-23
C2695,Anjali Bhardwaj,Individual,,IN,Financial Services,Pune,2021-05-08,11122151,2023-12-06
C2206,Bhaskar Enterprises Pvt Ltd,Corporate,WMZCB1458B,IN,Gems & Jewellery,Pune,2023-07-15,8073250,2024-05-14
C2508,Zoya Bhardwaj,Individual,TRNPB4741Y,IN,Agri,Chennai,2021-01-11,1067025,2022-09-15
C2644,Bhaskar Holdings Pvt Ltd,Corporate,CXFCB4221T,IN,Pharma,Hyderabad,2020-07-12,1327903,2023-03-21
C2260,Farah Sethi,Individual,IQFPS7603M,IN,Infrastructure,Chennai,2020-12-19,6272237,2023-06-15
C1383,Zoya Mehta,Individual,UOEPM0251I,IN,IT Services,Chennai,2021-05-11,7567078,2024-03-14
C2986,Vikram Bhardwaj,Individual,GGYPB2535X,IN,Gems & Jewellery,Hyderabad,2022-11-16,5211782,2025-03-01
C2261,Deepak Nair,Individual,UAZPN4615W,IN,Agri,Kolkata,2023-11-26,36313331,2026-02-14
C1530,Arjun Rao,Individual,FWYPR8745G,IN,Financial Services,Mumbai,2019-08-23,6096407,2021-11-03
C1479,Chandra Infra Pvt Ltd,Corporate,JHJCC8417U,IN,Pharma,Kolkata,2020-06-08,2863152,2022-12-27
C2258,Sundara Textiles Ltd,Corporate,EBPCS5853O,IN,Pharma,Hyderabad,2025-04-06,1664088,2027-08-15
C1234,Peer Sahab,Individual,FUPPS1463T,IN,Infrastructure,Kolkata,2019-03-30,850155,2021-06-18
C1996,Bhaskar Capital India Pvt Ltd,Corporate,BAWCB9319B,IN,NBFC,Kolkata,2019-03-28,782744,2020-06-24
C1775,Nikhil Nair,Individual,IUPPN3690S,IN,IT Services,Hyderabad,2020-09-05,298639,2021-12-11
C1314,Anjali Bhardwaj,Individual,,IN,Commodities,Bengaluru,2021-03-27,7795716,2022-02-14
C1606,Swati Bose,Individual,,IN,Commodities,Hyderabad,2021-01-30,1327214,2022-04-15
C2793,Aravali Logistics LLP,Corporate,QDLCA0486W,IN,Real Estate,Ahmedabad,2025-04-02,1262771,2026-12-02
C1178,J. Shettar,Individual,QKUPS2114A,IN,Financial Services,Hyderabad,2020-05-10,1097973,2021-09-17
C1687,Sundara Chemicals Ltd,Corporate,EVMCS4995U,IN,Infrastructure,Ahmedabad,2019-04-12,987922,2020-04-21
C2161,Anjali Saxena,Individual,YWZPS8056O,IN,Financial Services,Hyderabad,2021-11-03,1798602,2024-05-03
C2331,Chandra Exports Ltd,Corporate,LGECC5515K,IN,Pharma,Hyderabad,2025-01-11,10276287,2026-09-29
C1610,Pooja Bose,Individual,TUBPB3026H,IN,Real Estate,Pune,2021-10-15,520591,2024-03-31
C1752,Priya Mehta,Individual,KAOPM6384C,IN,NBFC,Chennai,2023-12-16,12833589,2026-05-14
C2536,Zenith Infra Pvt Ltd,Corporate,,IN,Pharma,Bengaluru,2019-12-07,1415392,2020-08-08
C1613,Meridian Textiles India Pvt Ltd,Corporate,PAYCM1572Y,IN,Pharma,Chennai,2019-06-06,10338327,2021-01-20
C1306,Anantara Textiles Ltd,Corporate,,IN,Agri,Pune,2024-04-16,2648065,2024-12-07
C1467,Isha Rao,Individual,,IN,Pharma,Pune,2024-06-16,1312072,2026-04-24
C1948,Gaurav Chatterjee,Individual,TBTPC9671K,IN,Import/Export,Bengaluru,2021-11-12,834484,2023-10-25
C1150,"Saha, Manik",Individual,ONXPS0408L,IN,Commodities,Delhi,2025-03-05,2428203,2026-10-15
C1796,Aravali Capital Pvt Ltd,Corporate,GLPCA9263Y,IN,Commodities,Chennai,2024-11-20,677709,2027-07-21
C2318,Priya Trivedi,Individual,XFHPT9983N,IN,Agri,Bengaluru,2019-10-29,514912,2020-12-03
C2079,Kunal Bhardwaj,Individual,VBYPB1212A,IN,Financial Services,Bengaluru,2021-08-28,559961,2022-10-27
C1696,Nisha Nair,Individual,ISBPN4918A,IN,Agri,Mumbai,2021-01-18,2222689,2022-10-29
C2285,Aman Malhotra,Individual,,IN,Pharma,Delhi,2021-01-27,1426501,2022-04-05
C1639,Kavya Malhotra,Individual,CNFPM6083A,IN,Financial Services,Ahmedabad,2019-08-16,2884886,2021-11-10
C1424,Kaveri Enterprises LLP,Corporate,,IN,Commodities,Ahmedabad,2023-08-10,753430,2024-05-02
C1087,Shri Swapan Kumar Sen,Individual,RXDPS7038G,IN,Pharma,Hyderabad,2019-03-01,39411741,2021-06-18
C1859,Harsh Vaidya,Individual,,IN,Real Estate,Ahmedabad,2020-06-07,2743150,2023-03-18
C2034,Meridian Chemicals Ltd,Corporate,MONCM6525H,IN,NBFC,Chennai,2019-10-06,5350853,2021-11-24
C2815,Anjali Vaidya,Individual,,IN,Commodities,Delhi,2025-05-31,966954,2026-10-08
C1413,Kaveri Industries India Pvt Ltd,Corporate,HAPCK1448J,IN,IT Services,Bengaluru,2022-07-22,645054,2024-09-03
C1380,Nilgiri Exports LLP,Corporate,BYICN3830P,IN,IT Services,Pune,2019-01-11,7025518,2021-08-07
C1292,Shreya Deshmukh,Individual,SRFPD2554X,IN,Gems & Jewellery,Mumbai,2024-12-03,973227,2027-10-08
C1235,"Dutta, L.",Individual,WYLPD6690Z,IN,Import/Export,Delhi,2020-01-27,223084,2020-08-16
C1799,Meridian Capital Pvt Ltd,Corporate,OANCM9991N,IN,Infrastructure,Pune,2022-03-20,2650775,2024-03-22
C2878,Divya Joshi,Individual,ENSPJ6740R,IN,Gems & Jewellery,Ahmedabad,2023-02-22,7516102,2025-07-21
C1951,Pooja Chauhan,Individual,,IN,Import/Export,Hyderabad,2019-04-20,7891531,2021-08-10
C2608,Satpura Ventures Ltd,Corporate,HCQCS5867Z,IN,NBFC,Mumbai,2025-05-09,1040189,2026-08-21
C1168,Madhavaneni Raghunandan Rao,Individual,RFNPR7504K,IN,Commodities,Pune,2021-10-21,2820118,2024-06-03
C2374,Zenith Enterprises Ltd,Corporate,SKSCZ3268V,IN,Import/Export,Hyderabad,2025-05-06,3152701,2026-08-28
C1286,Nilgiri Logistics Ltd,Corporate,CJACN8690U,IN,Commodities,Bengaluru,2020-04-20,8551162,2021-02-19
C1542,Pooja Trivedi,Individual,QWBPT9955N,IN,Real Estate,Kolkata,2020-12-08,744561,2023-07-14
C2934,Kaveri Logistics LLP,Corporate,BAZCK5200M,IN,Import/Export,Hyderabad,2024-09-23,132968,2026-12-06
C1521,Zoya Rao,Individual,,IN,Import/Export,Pune,2023-11-06,1464187,2025-10-09
C1950,Zoya Kulkarni,Individual,FLHPK4088K,IN,Pharma,Bengaluru,2021-08-27,757485,2024-08-16
C2911,Sundara Logistics Ltd,Corporate,OMECS3275P,IN,Gems & Jewellery,Mumbai,2024-10-31,2608623,2027-06-12
C2829,Nilgiri Textiles India Pvt Ltd,Corporate,WHECN6463J,IN,Gems & Jewellery,Ahmedabad,2021-02-18,6446512,2023-10-26
C2915,Sanjay Trivedi,Individual,IJAPT4281N,IN,IT Services,Bengaluru,2021-04-23,1159173,2022-11-26
C1833,Sundara Textiles Pvt Ltd,Corporate,HOSCS3681F,IN,IT Services,Hyderabad,2020-11-22,3082901,2022-04-24
C2103,Aman Mehta,Individual,XABPM4460G,IN,Real Estate,Ahmedabad,2019-09-06,1360782,2020-07-10
C1917,Deepak Mehta,Individual,QFDPM6459D,IN,Gems & Jewellery,Delhi,2020-07-22,817383,2021-11-03
C2257,Pooja Trivedi,Individual,ENWPT6519J,IN,Infrastructure,Hyderabad,2019-12-02,3052421,2022-02-09
C1540,Farah Menon,Individual,OHTPM3579C,IN,NBFC,Chennai,2021-10-07,2440819,2024-01-11
C1084,M. KALA,Individual,NUOPK4700T,IN,Import/Export,Pune,2024-08-27,4195708,2026-01-05
C1200,Durai Murugan,Individual,CSRPM4540X,IN,Pharma,Ahmedabad,2023-09-27,50645378,2026-03-06
C1364,Meridian Holdings Pvt Ltd,Corporate,ZPZCM8970G,IN,Commodities,Hyderabad,2024-04-01,887756,2025-10-29
C2835,Ritu Chauhan,Individual,GPJPC0511Q,IN,Infrastructure,Mumbai,2024-10-15,182978,2025-07-07
C1624,Meridian Enterprises Ltd,Corporate,BZLCM8035G,IN,Infrastructure,Mumbai,2025-01-14,3104251,2025-09-28
C2684,Priya Bhardwaj,Individual,GFJPB2477K,IN,Financial Services,Pune,2019-07-02,868049,2022-04-05
C2250,Deepak Menon,Individual,GYMPM1125Y,IN,IT Services,Pune,2021-11-09,2515909,2022-08-12
C1826,Nisha Nair,Individual,RLTPN3038R,IN,NBFC,Pune,2022-05-31,728945,2025-03-12
C2146,Rahul Sethi,Individual,UJLPS3043A,IN,IT Services,Chennai,2023-07-19,800452,2025-08-06
C2075,Tanvi Sengupta,Individual,,IN,Infrastructure,Pune,2021-11-19,6973300,2023-09-19
C1888,Pooja Chatterjee,Individual,AYLPC8531Q,IN,Gems & Jewellery,Hyderabad,2021-02-23,1077674,2022-04-05
C2444,Deepak Iyer,Individual,WVQPI9751N,IN,Commodities,Pune,2020-09-25,8248311,2023-03-31
C1489,Vindhya Textiles India Pvt Ltd,Corporate,ZOYCV7861J,IN,Agri,Bengaluru,2023-04-01,1070352,2025-08-13
C2690,Isha Sethi,Individual,BIAPS3713I,IN,Commodities,Ahmedabad,2022-07-03,1465623,2023-01-27
C1576,Anantara Textiles Pvt Ltd,Corporate,,IN,Pharma,Delhi,2023-06-06,28443432,2024-12-07
C2405,Rahul Saxena,Individual,OVRPS7443W,IN,Agri,Mumbai,2022-04-28,1020452,2024-12-03
C1495,Aman Mehta,Individual,QQXPM1237E,IN,IT Services,Ahmedabad,2023-07-14,1008434,2025-12-31
C1966,Konark Holdings India Pvt Ltd,Corporate,ZHSCK7165I,IN,Financial Services,Ahmedabad,2020-07-13,22017558,2022-04-03
C2545,Anantara Ventures LLP,Corporate,UPKCA5482Y,IN,Agri,Mumbai,2023-11-13,3560251,2025-01-14
C1241,"Chikna, Smt. Javed",Individual,WFKPC0748G,IN,IT Services,Hyderabad,2024-03-05,11700781,2025-07-09
C1995,Sundara Industries LLP,Corporate,,IN,Financial Services,Bengaluru,2023-07-20,1609265,2025-11-06
C1127,Shri Rabindra Kumar Jena,Individual,,IN,NBFC,Mumbai,2020-11-10,5749465,2023-06-21
C2363,Farah Rao,Individual,,IN,Pharma,Delhi,2022-12-12,59169647,2024-01-11
C2023,Aravali Capital Pvt Ltd,Corporate,,IN,Pharma,Delhi,2020-08-29,881216,2021-12-18
C1837,Kaveri Industries Ltd,Corporate,,IN,Commodities,Pune,2024-03-04,398215,2025-02-15
C2081,Aravali Holdings India Pvt Ltd,Corporate,JSMCA1798W,IN,Real Estate,Mumbai,2025-02-02,1486541,2027-10-09
C1263,Preeti Sethi,Individual,,IN,NBFC,Chennai,2019-07-05,2006414,2022-04-25
C2105,Shreya Pillai,Individual,,IN,IT Services,Chennai,2022-01-20,487463,2025-01-06
C1831,Swati Ghosh,Individual,EFEPG9721R,IN,Gems & Jewellery,Bengaluru,2019-08-10,424603,2021-12-13
C1515,Sundara Chemicals Ltd,Corporate,QLWCS2758V,IN,Agri,Ahmedabad,2023-05-24,5405292,2024-07-07
C1841,Vindhya Industries India Pvt Ltd,Corporate,,IN,Financial Services,Ahmedabad,2020-11-02,10205717,2023-01-13
